DHOLPUR,26.7010642,77.896749,161,LE
DUNGARPUR,23.8538893,73.7087177,137,LE
JAIPUR,26.9154576,75.8189817,159,LE
JHALAWAR,24.3132368,76.5221078,66,LE
JHUNJHUNU,28.0810679,75.3792478,124,LE
KARAULI,26.4530971,77.0160461,209,LE
KOTA,25.1737019,75.8574194,191,LE
PRATAPGARH,25.75,81.75,91,LE
RAJSAMAND,25.2892459,73.8241077,200,LE
SAWAI MADHOPUR,26.1137182,76.4240637,134,LE
SIKAR,27.6625058,75.0279905,149,LE
SIROHI,24.8114047,72.8300257,181,LE
TONK,26.122266,75.8238631,209,LE
UDAIPUR,24.578721,73.6862571,128,LE
BARMER,25.5814853,71.1924922,27,E
BIKANER,28.0159286,73.3171367,2,N
CHURU,28.2047781,74.6912996,136,LE
HANUMANGARH,29.3659533,74.298429,74,LE
JAISALMER,26.9116615,70.9124888,53,E
JALORE,25.2718629,72.4388121,245,LE
JODHPUR,26.2967719,73.0351433,70,LE
NAGAUR,26.9873443,73.7389011,122,LE
PALI,25.455221,73.419389,130,LE
SRI GANGANAGAR,29.5480733,73.8338949,61,LE
ANUPPUR,23.0346179,81.7510255,-7,N
BALAGHAT,21.8611589,80.3237105,-19,N
CHHATARPUR,24.7606089,79.6781776,104,LE
CHHINDWARA,22.2071897,78.798833,13,N
DAMOH,23.7981005,79.5419356,24,E
DINDORI,22.9070871,80.8846924,0,N
JABALPUR,23.1701522,79.9324505,24,E
KATNI,23.7176393,80.2610181,44,E
MANDLA,22.6871074,80.5816341,76,LE
NARSINGHPUR,22.934556,79.0867849,-13,N
NIWARI,25.3123152,78.667564,288,LE
PANNA,24.4498931,80.1462723,61,LE
REWA,24.7560846,81.3810574,29,E
SAGAR,23.8083076,78.758254,7,N
SATNA,24.6954445,80.7770348,14,N
SEONI,22.2748109,79.7202522,6,N
SHAHDOL,23.3002343,81.364771,13,N
SIDHI,24.2112687,81.7000415,45,E
SINGRAULI,24.2431343,82.3827672,31,E
TIKAMGARH,24.8552105,79.0472546,182,LE
UMARIA,23.6431837,80.9419078,19,N
AGAR-MALWA,23.935092,76.1449595,-16,N
ALIRAJPUR,22.2859524,74.3545628,225,LE
ASHOKNAGAR,24.6186095,77.8786983,206,LE
BARWANI,21.7514248,74.8915957,54,E
BETUL,21.8797472,77.8753651,-3,N
BHIND,26.3518828,78.6863189,128,LE
BHOPAL,23.2584857,77.401989,-4,N
BURHANPUR,21.3348669,76.3708803,-19,N
DATIA,25.9182946,78.6644962,24,E
DEWAS,22.8057498,76.2940408,0,N
DHAR,22.5786572,75.2258637,65,LE
GUNA,24.5001772,77.2600959,136,LE
GWALIOR,26.2037247,78.1573628,159,LE
HARDA,22.2427972,77.1179173,94,LE
INDORE,22.7203616,75.8681996,1,N
